slide_id,bif,tiene_h5,vendor,mpp_x,objective_power,level0_w,level0_h,n_regiones,regiones_json,n_parches,paso_grilla,n_bandas_h5,bandas_json,error
155957-1,155957-1.bif,1,ventana,0.46500000000000002,20,44509,46080,1,"[{""i"":0,""x"":0,""y"":0,""w"":38400,""h"":46080}]",7243,256,1,"[{""y_min"":3776,""y_max"":43072,""x_min"":7865,""x_max"":41896,""n_parches"":7243}]",
155957-2,155957-2.bif,1,ventana,0.46500000000000002,20,53202,72960,1,"[{""i"":0,""x"":0,""y"":0,""w"":49920,""h"":72960}]",7286,256,3,"[{""y_min"":1408,""y_max"":27648,""x_min"":7737,""x_max"":46686,""n_parches"":2108},{""y_min"":28992,""y_max"":63360,""x_min"":4028,""x_max"":52883,""n_parches"":5131},{""y_min"":67392,""y_max"":69824,""x_min"":15027,""x_max"":18799,""n_parches"":47}]",
155981,155981.bif,1,ventana,0.46500000000000002,20,40307,35840,1,"[{""i"":0,""x"":0,""y"":0,""w"":35840,""h"":35840}]",4032,256,1,"[{""y_min"":3968,""y_max"":32960,""x_min"":5694,""x_max"":37428,""n_parches"":4032}]",
156214,156214.bif,1,ventana,0.46500000000000002,20,45182,29440,1,"[{""i"":0,""x"":0,""y"":0,""w"":34560,""h"":29440}]",3741,256,1,"[{""y_min"":1920,""y_max"":27456,""x_min"":13247,""x_max"":41534,""n_parches"":3741}]",
156561,156561.bif,1,ventana,0.46500000000000002,20,53062,39680,1,"[{""i"":0,""x"":0,""y"":0,""w"":48640,""h"":39680}]",5198,256,2,"[{""y_min"":2048,""y_max"":30784,""x_min"":9333,""x_max"":51851,""n_parches"":4912},{""y_min"":31936,""y_max"":37824,""x_min"":19818,""x_max"":26986,""n_parches"":286}]",
157135,157135.bif,1,ventana,0.46500000000000002,20,47224,53760,2,"[{""i"":0,""x"":1280,""y"":0,""w"":29440,""h"":25600},{""i"":1,""x"":0,""y"":26880,""w"":28160,""h"":26880}]",6115,256,2,"[{""y_min"":1920,""y_max"":24576,""x_min"":20668,""x_max"":45113,""n_parches"":3149},{""y_min"":29696,""y_max"":53184,""x_min"":17916,""x_max"":41914,""n_parches"":2966}]",
157376,157376.bif,1,ventana,0.46500000000000002,20,52442,48640,2,"[{""i"":0,""x"":0,""y"":25600,""w"":33280,""h"":23040},{""i"":1,""x"":5120,""y"":0,""w"":33280,""h"":24320}]",4092,256,2,"[{""y_min"":1152,""y_max"":21760,""x_min"":22319,""x_max"":50911,""n_parches"":2078},{""y_min"":27328,""y_max"":47104,""x_min"":17395,""x_max"":45730,""n_parches"":2014}]",
157384,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
157820-1,157820-1.bif,1,ventana,0.46500000000000002,20,42146,34560,1,"[{""i"":0,""x"":0,""y"":0,""w"":24320,""h"":34560}]",2683,256,1,"[{""y_min"":1600,""y_max"":32000,""x_min"":19378,""x_max"":39845,""n_parches"":2683}]",
157821,157821.bif,1,ventana,0.46500000000000002,20,47231,33280,1,"[{""i"":0,""x"":0,""y"":0,""w"":33280,""h"":33280}]",3080,256,1,"[{""y_min"":1088,""y_max"":30912,""x_min"":16191,""x_max"":45247,""n_parches"":3080}]",
157826,157826.bif,1,ventana,0.46500000000000002,20,44642,40960,1,"[{""i"":0,""x"":0,""y"":0,""w"":37120,""h"":40960}]",2687,256,1,"[{""y_min"":1152,""y_max"":38144,""x_min"":8826,""x_max"":42278,""n_parches"":2687}]",
157828-2,157828-2.bif,1,ventana,0.46500000000000002,20,51140,42240,1,"[{""i"":0,""x"":0,""y"":0,""w"":46080,""h"":42240}]",3881,256,2,"[{""y_min"":0,""y_max"":1792,""x_min"":6072,""x_max"":22312,""n_parches"":96},{""y_min"":3264,""y_max"":38976,""x_min"":8118,""x_max"":48591,""n_parches"":3785}]",
1578281-1,1578281-1.bif,1,ventana,0.46500000000000002,20,54328,44800,1,"[{""i"":0,""x"":0,""y"":0,""w"":44800,""h"":44800}]",4216,256,2,"[{""y_min"":0,""y_max"":38656,""x_min"":14077,""x_max"":51769,""n_parches"":4210},{""y_min"":44480,""y_max"":44480,""x_min"":35066,""x_max"":36346,""n_parches"":6}]",
158773,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
158899,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
158901,158901.bif,1,ventana,0.46500000000000002,20,35135,56320,2,"[{""i"":0,""x"":0,""y"":0,""w"":28160,""h"":28160},{""i"":1,""x"":0,""y"":29440,""w"":26880,""h"":26880}]",6484,256,2,"[{""y_min"":1792,""y_max"":26688,""x_min"":9599,""x_max"":32511,""n_parches"":3265},{""y_min"":30016,""y_max"":54080,""x_min"":8319,""x_max"":31231,""n_parches"":3219}]",
159188,159188.bif,1,ventana,0.46500000000000002,20,55027,55040,2,"[{""i"":0,""x"":0,""y"":0,""w"":32000,""h"":26880},{""i"":1,""x"":1280,""y"":26880,""w"":32000,""h"":28160}]",8160,256,2,"[{""y_min"":1280,""y_max"":25472,""x_min"":23226,""x_max"":51188,""n_parches"":4098},{""y_min"":28416,""y_max"":53568,""x_min"":25657,""x_max"":52788,""n_parches"":4062}]",
159322,159322.bif,1,ventana,0.46500000000000002,20,34307,30720,1,"[{""i"":0,""x"":0,""y"":0,""w"":25600,""h"":30720}]",2771,256,1,"[{""y_min"":0,""y_max"":29312,""x_min"":10285,""x_max"":34185,""n_parches"":2771}]",
160814,160814.bif,1,ventana,0.46500000000000002,20,49696,64000,2,"[{""i"":0,""x"":10240,""y"":0,""w"":24320,""h"":21760},{""i"":1,""x"":0,""y"":38400,""w"":28160,""h"":25600}]",4440,256,3,"[{""y_min"":2112,""y_max"":20672,""x_min"":26159,""x_max"":47140,""n_parches"":2002},{""y_min"":38464,""y_max"":41024,""x_min"":29421,""x_max"":32493,""n_parches"":73},{""y_min"":41856,""y_max"":63808,""x_min"":17524,""x_max"":40104,""n_parches"":2365}]",
161463,161463.bif,1,ventana,0.46500000000000002,20,39070,55040,2,"[{""i"":0,""x"":0,""y"":29440,""w"":28160,""h"":25600},{""i"":1,""x"":3840,""y"":0,""w"":29440,""h"":25600}]",2990,256,2,"[{""y_min"":3008,""y_max"":22592,""x_min"":11829,""x_max"":36196,""n_parches"":1569},{""y_min"":33536,""y_max"":52672,""x_min"":7737,""x_max"":31657,""n_parches"":1421}]",
162314,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
162426,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
162836,162836.bif,1,ventana,0.46500000000000002,20,53220,34560,1,"[{""i"":0,""x"":0,""y"":0,""w"":39680,""h"":34560}]",2999,256,3,"[{""y_min"":1408,""y_max"":24192,""x_min"":14904,""x_max"":50539,""n_parches"":2977},{""y_min"":26496,""y_max"":27264,""x_min"":35693,""x_max"":36205,""n_parches"":10},{""y_min"":28096,""y_max"":28864,""x_min"":33774,""x_max"":34542,""n_parches"":12}]",
163003-1,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
163345,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
163346,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
163514,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
163767,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
164001,164001.bif,1,ventana,0.46500000000000002,20,49661,30720,1,"[{""i"":0,""x"":0,""y"":0,""w"":38400,""h"":30720}]",3796,256,2,"[{""y_min"":1728,""y_max"":26560,""x_min"":12351,""x_max"":46589,""n_parches"":3785},{""y_min"":27648,""y_max"":28416,""x_min"":32382,""x_max"":33150,""n_parches"":11}]",
164003,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
164003-1,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
164009-1,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
164009-2,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
B25-150006,B25-150006.bif,1,ventana,0.46500000000000002,20,48121,79360,2,"[{""i"":0,""x"":0,""y"":0,""w"":42240,""h"":30720},{""i"":1,""x"":0,""y"":48640,""w"":40960,""h"":30720}]",5651,256,2,"[{""y_min"":1664,""y_max"":27328,""x_min"":7614,""x_max"":44090,""n_parches"":2694},{""y_min"":50304,""y_max"":76224,""x_min"":7742,""x_max"":44730,""n_parches"":2957}]",
B25-150011,B25-150011.bif,1,ventana,0.46500000000000002,20,48219,83200,2,"[{""i"":0,""x"":0,""y"":52480,""w"":44800,""h"":30720},{""i"":1,""x"":0,""y"":0,""w"":44800,""h"":30720}]",5132,256,3,"[{""y_min"":1216,""y_max"":5120,""x_min"":31655,""x_max"":38180,""n_parches"":100},{""y_min"":6144,""y_max"":26688,""x_min"":5435,""x_max"":45346,""n_parches"":2444},{""y_min"":54272,""y_max"":79424,""x_min"":4732,""x_max"":45155,""n_parches"":2588}]",
B25-150012,B25-150012.bif,1,ventana,0.46500000000000002,20,41482,57600,2,"[{""i"":0,""x"":0,""y"":0,""w"":30720,""h"":25600},{""i"":1,""x"":0,""y"":32000,""w"":32000,""h"":25600}]",5179,256,2,"[{""y_min"":2880,""y_max"":23232,""x_min"":10290,""x_max"":38033,""n_parches"":2565},{""y_min"":35200,""y_max"":55616,""x_min"":12272,""x_max"":40078,""n_parches"":2614}]",
B25-150234,B25-150234.bif,1,ventana,0.46500000000000002,20,52101,93440,2,"[{""i"":0,""x"":0,""y"":0,""w"":42240,""h"":42240},{""i"":1,""x"":1280,""y"":48640,""w"":46080,""h"":44800}]",9917,256,2,"[{""y_min"":1280,""y_max"":39168,""x_min"":6137,""x_max"":45457,""n_parches"":4959},{""y_min"":50560,""y_max"":90176,""x_min"":8630,""x_max"":49931,""n_parches"":4958}]",
B25-150336,B25-150336.bif,1,ventana,0.46500000000000002,20,38460,80640,3,"[{""i"":0,""x"":0,""y"":0,""w"":23040,""h"":24320},{""i"":1,""x"":1280,""y"":29440,""w"":24320,""h"":23040},{""i"":2,""x"":1280,""y"":56320,""w"":25600,""h"":24320}]",7631,256,3,"[{""y_min"":1472,""y_max"":21888,""x_min"":12734,""x_max"":32189,""n_parches"":2623},{""y_min"":30784,""y_max"":50432,""x_min"":13886,""x_max"":34493,""n_parches"":2552},{""y_min"":59328,""y_max"":79360,""x_min"":15038,""x_max"":35645,""n_parches"":2456}]",
B25-150401,B25-150401.bif,1,ventana,0.46500000000000002,20,40066,61440,2,"[{""i"":0,""x"":0,""y"":0,""w"":26880,""h"":28160},{""i"":1,""x"":2560,""y"":29440,""w"":28160,""h"":32000}]",6147,256,2,"[{""y_min"":960,""y_max"":27840,""x_min"":10671,""x_max"":34071,""n_parches"":2998},{""y_min"":31360,""y_max"":58496,""x_min"":14377,""x_max"":38610,""n_parches"":3149}]",
B25-150410,B25-150410.bif,1,ventana,0.46500000000000002,20,47406,58880,2,"[{""i"":0,""x"":0,""y"":0,""w"":28160,""h"":28160},{""i"":1,""x"":0,""y"":28160,""w"":30720,""h"":30720}]",7245,256,2,"[{""y_min"":448,""y_max"":27712,""x_min"":17593,""x_max"":43638,""n_parches"":3560},{""y_min"":28928,""y_max"":57280,""x_min"":18872,""x_max"":45621,""n_parches"":3685}]",
B25-150766,B25-150766.bif,1,ventana,0.46500000000000002,20,51646,58880,2,"[{""i"":0,""x"":0,""y"":0,""w"":28160,""h"":30720},{""i"":1,""x"":2560,""y"":29440,""w"":28160,""h"":29440}]",8738,256,2,"[{""y_min"":768,""y_max"":28928,""x_min"":21631,""x_max"":47422,""n_parches"":4351},{""y_min"":30272,""y_max"":58368,""x_min"":24639,""x_max"":50622,""n_parches"":4387}]",
B25-150881,B25-150881.bif,1,ventana,0.46500000000000002,20,44955,66560,2,"[{""i"":0,""x"":0,""y"":0,""w"":30720,""h"":33280},{""i"":1,""x"":1280,""y"":33280,""w"":33280,""h"":33280}]",10015,256,1,"[{""y_min"":0,""y_max"":66432,""x_min"":12469,""x_max"":44257,""n_parches"":10015}]",
B25-150986,B25-150986.bif,1,ventana,0.46500000000000002,20,44456,58880,2,"[{""i"":0,""x"":0,""y"":0,""w"":33280,""h"":26880},{""i"":1,""x"":0,""y"":28160,""w"":35840,""h"":30720}]",7961,256,2,"[{""y_min"":1408,""y_max"":26176,""x_min"":10938,""x_max"":39404,""n_parches"":3925},{""y_min"":30016,""y_max"":55488,""x_min"":11577,""x_max"":40107,""n_parches"":4036}]",
B25-150986-2,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
B25-151026,B25-151026.bif,1,ventana,0.46500000000000002,20,42893,61440,2,"[{""i"":0,""x"":0,""y"":0,""w"":25600,""h"":30720},{""i"":1,""x"":3840,""y"":29440,""w"":26880,""h"":32000}]",7129,256,2,"[{""y_min"":1344,""y_max"":29440,""x_min"":13743,""x_max"":36060,""n_parches"":3493},{""y_min"":30720,""y_max"":61120,""x_min"":18474,""x_max"":42005,""n_parches"":3636}]",
B25-151029,B25-151029.bif,1,ventana,0.46500000000000002,20,42893,61440,2,"[{""i"":0,""x"":0,""y"":0,""w"":25600,""h"":30720},{""i"":1,""x"":3840,""y"":29440,""w"":26880,""h"":32000}]",7129,256,2,"[{""y_min"":1344,""y_max"":29440,""x_min"":13743,""x_max"":36060,""n_parches"":3493},{""y_min"":30720,""y_max"":61120,""x_min"":18474,""x_max"":42005,""n_parches"":3636}]",
B25-151245,B25-151245.bif,1,ventana,0.46500000000000002,20,51786,57600,3,"[{""i"":0,""x"":0,""y"":0,""w"":32000,""h"":25600},{""i"":1,""x"":0,""y"":25600,""w"":30720,""h"":28160},{""i"":2,""x"":14080,""y"":53760,""w"":2560,""h"":3840}]",5845,256,2,"[{""y_min"":576,""y_max"":24832,""x_min"":23016,""x_max"":50319,""n_parches"":2895},{""y_min"":27840,""y_max"":52352,""x_min"":22057,""x_max"":49871,""n_parches"":2950}]",
B25-151249,B25-151249.bif,1,ventana,0.46500000000000002,20,46557,85760,2,"[{""i"":0,""x"":1280,""y"":44800,""w"":35840,""h"":40960},{""i"":1,""x"":0,""y"":0,""w"":37120,""h"":40960}]",6006,256,4,"[{""y_min"":1024,""y_max"":36224,""x_min"":11767,""x_max"":43936,""n_parches"":2958},{""y_min"":37248,""y_max"":38528,""x_min"":25324,""x_max"":26860,""n_parches"":29},{""y_min"":46784,""y_max"":53952,""x_min"":37411,""x_max"":42019,""n_parches"":331},{""y_min"":56000,""y_max"":85632,""x_min"":12982,""x_max"":45791,""n_parches"":2688}]",
B25-151501,B25-151501.bif,1,ventana,0.46500000000000002,20,45137,61440,2,"[{""i"":0,""x"":0,""y"":0,""w"":30720,""h"":33280},{""i"":1,""x"":2560,""y"":32000,""w"":32000,""h"":29440}]",9267,256,2,"[{""y_min"":2752,""y_max"":32704,""x_min"":13170,""x_max"":40109,""n_parches"":4734},{""y_min"":34240,""y_max"":61248,""x_min"":15088,""x_max"":41643,""n_parches"":4533}]",
B25-151504,B25-151504.bif,1,ventana,0.46500000000000002,20,45168,62720,2,"[{""i"":0,""x"":1280,""y"":0,""w"":28160,""h"":29440},{""i"":1,""x"":0,""y"":32000,""w"":29440,""h"":30720}]",7937,256,2,"[{""y_min"":1600,""y_max"":28416,""x_min"":19321,""x_max"":44469,""n_parches"":3936},{""y_min"":33856,""y_max"":61504,""x_min"":18489,""x_max"":43188,""n_parches"":4001}]",
B25-152204,B25-152204.bif,1,ventana,0.46500000000000002,20,48990,99840,2,"[{""i"":0,""x"":0,""y"":51200,""w"":43520,""h"":48640},{""i"":1,""x"":0,""y"":0,""w"":43520,""h"":46080}]",21549,256,2,"[{""y_min"":0,""y_max"":42496,""x_min"":7035,""x_max"":46767,""n_parches"":10805},{""y_min"":53504,""y_max"":96896,""x_min"":6715,""x_max"":46767,""n_parches"":10744}]",
B25-152248,B25-152248.bif,1,ventana,0.46500000000000002,20,50870,30720,1,"[{""i"":0,""x"":0,""y"":0,""w"":47360,""h"":30720}]",5172,256,1,"[{""y_min"":1216,""y_max"":28480,""x_min"":4927,""x_max"":48119,""n_parches"":5172}]",
B25-158410,B25-158410.bif,1,ventana,0.46500000000000002,20,51386,58880,2,"[{""i"":0,""x"":0,""y"":0,""w"":35840,""h"":28160},{""i"":1,""x"":0,""y"":29440,""w"":32000,""h"":29440}]",7962,256,2,"[{""y_min"":1472,""y_max"":28032,""x_min"":17725,""x_max"":48762,""n_parches"":4007},{""y_min"":30400,""y_max"":57920,""x_min"":17277,""x_max"":46266,""n_parches"":3955}]",
B25-158680,B25-158680.bif,1,ventana,0.46500000000000002,20,53332,89600,2,"[{""i"":0,""x"":0,""y"":0,""w"":42240,""h"":39680},{""i"":1,""x"":5120,""y"":49920,""w"":42240,""h"":39680}]",7081,256,2,"[{""y_min"":960,""y_max"":36928,""x_min"":9272,""x_max"":45728,""n_parches"":3579},{""y_min"":51456,""y_max"":87360,""x_min"":15794,""x_max"":52186,""n_parches"":3502}]",
B25-158735,B25-158735.bif,1,ventana,0.46500000000000002,20,48556,106240,1,"[{""i"":0,""x"":0,""y"":0,""w"":34560,""h"":106240}]",5966,256,9,"[{""y_min"":0,""y_max"":10368,""x_min"":27764,""x_max"":46446,""n_parches"":808},{""y_min"":11968,""y_max"":15296,""x_min"":33330,""x_max"":40624,""n_parches"":117},{""y_min"":16704,""y_max"":23424,""x_min"":20087,""x_max"":34229,""n_parches"":606},{""y_min"":26560,""y_max"":29376,""x_min"":33906,""x_max"":36466,""n_parches"":73},{""y_min"":30784,""y_max"":52672,""x_min"":16953,""x_max"":46702,""n_parches"":1637},{""y_min"":55488,""y_max"":58304,""x_min"":30259,""x_max"":32819,""n_parches"":73},{""y_min"":59264,""y_max"":82240,""x_min"":15225,""x_max"":43823,""n_parches"":1574},{""y_min"":84352,""y_max"":86912,""x_min"":29235,""x_max"":31283,""n_parches"":59},{""y_min"":87872,""y_max"":106048,""x_min"":14010,""x_max"":43311,""n_parches"":1019}]",
B25-158771,B25-158771.bif,1,ventana,0.46500000000000002,20,49016,85760,2,"[{""i"":0,""x"":0,""y"":57600,""w"":32000,""h"":28160},{""i"":1,""x"":1280,""y"":0,""w"":34560,""h"":30720}]",6832,256,2,"[{""y_min"":3072,""y_max"":27328,""x_min"":17021,""x_max"":46264,""n_parches"":3556},{""y_min"":61824,""y_max"":83840,""x_min"":14845,""x_max"":43129,""n_parches"":3276}]",
B25-158899,B25-158899.bif,1,ventana,0.46500000000000002,20,50868,58880,2,"[{""i"":0,""x"":0,""y"":0,""w"":28160,""h"":25600},{""i"":1,""x"":0,""y"":30720,""w"":29440,""h"":28160}]",4697,256,2,"[{""y_min"":2560,""y_max"":24640,""x_min"":22394,""x_max"":47413,""n_parches"":2404},{""y_min"":34048,""y_max"":57920,""x_min"":24122,""x_max"":48693,""n_parches"":2293}]",
B25-159565,B25-159565.bif,1,ventana,0.46500000000000002,20,53946,78080,2,"[{""i"":0,""x"":0,""y"":42240,""w"":38400,""h"":35840},{""i"":1,""x"":0,""y"":0,""w"":38400,""h"":30720}]",7152,256,4,"[{""y_min"":0,""y_max"":256,""x_min"":40571,""x_max"":41595,""n_parches"":9},{""y_min"":1408,""y_max"":27392,""x_min"":17022,""x_max"":51514,""n_parches"":3576},{""y_min"":46464,""y_max"":48000,""x_min"":41595,""x_max"":43131,""n_parches"":28},{""y_min"":48960,""y_max"":74560,""x_min"":17342,""x_max"":51194,""n_parches"":3539}]",
B25-159572,B25-159572.bif,1,ventana,0.46500000000000002,20,56703,53760,1,"[{""i"":0,""x"":0,""y"":0,""w"":29440,""h"":53760}]",6244,256,4,"[{""y_min"":1088,""y_max"":22784,""x_min"":30783,""x_max"":55807,""n_parches"":3084},{""y_min"":25536,""y_max"":26304,""x_min"":32831,""x_max"":35647,""n_parches"":24},{""y_min"":29632,""y_max"":50816,""x_min"":28799,""x_max"":54015,""n_parches"":3131},{""y_min"":53440,""y_max"":53440,""x_min"":30719,""x_max"":31743,""n_parches"":5}]",
B25-160507,B25-160507.bif,1,ventana,0.46500000000000002,20,41858,69120,1,"[{""i"":0,""x"":0,""y"":0,""w"":35840,""h"":69120}]",8483,256,5,"[{""y_min"":1280,""y_max"":21248,""x_min"":8115,""x_max"":35810,""n_parches"":2628},{""y_min"":22464,""y_max"":41152,""x_min"":11886,""x_max"":39004,""n_parches"":2660},{""y_min"":42560,""y_max"":43328,""x_min"":18340,""x_max"":19108,""n_parches"":11},{""y_min"":46272,""y_max"":48320,""x_min"":19874,""x_max"":21922,""n_parches"":63},{""y_min"":49152,""y_max"":67008,""x_min"":6965,""x_max"":35682,""n_parches"":3121}]",
B25-160810,B25-160810.bif,1,ventana,0.46500000000000002,20,48507,70400,3,"[{""i"":0,""x"":8960,""y"":28160,""w"":23040,""h"":20480},{""i"":1,""x"":0,""y"":48640,""w"":21760,""h"":21760},{""i"":2,""x"":7680,""y"":0,""w"":25600,""h"":20480}]",6442,256,3,"[{""y_min"":1152,""y_max"":17856,""x_min"":24701,""x_max"":45436,""n_parches"":2063},{""y_min"":29376,""y_max"":47552,""x_min"":26301,""x_max"":44795,""n_parches"":2020},{""y_min"":50304,""y_max"":70016,""x_min"":16766,""x_max"":35516,""n_parches"":2359}]",
B25-161152,B25-161152.bif,1,ventana,0.46500000000000002,20,54609,90880,2,"[{""i"":0,""x"":0,""y"":0,""w"":47360,""h"":39680},{""i"":1,""x"":1280,""y"":49920,""w"":44800,""h"":40960}]",12980,256,2,"[{""y_min"":1344,""y_max"":37056,""x_min"":8696,""x_max"":50461,""n_parches"":6435},{""y_min"":51904,""y_max"":88064,""x_min"":10167,""x_max"":51548,""n_parches"":6545}]",
B25-161643,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
B25-162314,B25-162314.bif,1,ventana,0.46500000000000002,20,47595,56320,1,"[{""i"":0,""x"":0,""y"":0,""w"":33280,""h"":56320}]",6443,256,2,"[{""y_min"":1408,""y_max"":26048,""x_min"":17528,""x_max"":45423,""n_parches"":3394},{""y_min"":30592,""y_max"":54400,""x_min"":17016,""x_max"":44911,""n_parches"":3049}]",
B25-162426,B25-162426.bif,1,ventana,0.46500000000000002,20,52670,84480,2,"[{""i"":0,""x"":0,""y"":0,""w"":38400,""h"":34560},{""i"":1,""x"":0,""y"":49920,""w"":37120,""h"":34560}]",9263,256,2,"[{""y_min"":704,""y_max"":31104,""x_min"":15231,""x_max"":49150,""n_parches"":4582},{""y_min"":51200,""y_max"":81664,""x_min"":15487,""x_max"":48830,""n_parches"":4681}]",
B25-162428,B25-162428.bif,1,ventana,0.46500000000000002,20,49292,61440,2,"[{""i"":0,""x"":0,""y"":0,""w"":37120,""h"":30720},{""i"":1,""x"":0,""y"":29440,""w"":37120,""h"":32000}]",6448,256,2,"[{""y_min"":1216,""y_max"":29184,""x_min"":15024,""x_max"":46691,""n_parches"":3224},{""y_min"":32064,""y_max"":60160,""x_min"":15407,""x_max"":46627,""n_parches"":3224}]",
B25-163345,B25-163345.bif,1,ventana,0.46500000000000002,20,52764,93440,3,"[{""i"":0,""x"":6400,""y"":0,""w"":33280,""h"":28160},{""i"":1,""x"":3840,""y"":32000,""w"":30720,""h"":28160},{""i"":2,""x"":0,""y"":61440,""w"":32000,""h"":32000}]",13483,256,4,"[{""y_min"":0,""y_max"":768,""x_min"":19506,""x_max"":30002,""n_parches"":96},{""y_min"":2368,""y_max"":27136,""x_min"":22768,""x_max"":48878,""n_parches"":4485},{""y_min"":34112,""y_max"":58624,""x_min"":18675,""x_max"":44849,""n_parches"":4456},{""y_min"":66112,""y_max"":91520,""x_min"":16244,""x_max"":42738,""n_parches"":4446}]",
B25-163346,B25-163346.bif,1,ventana,0.46500000000000002,20,47605,87040,2,"[{""i"":0,""x"":0,""y"":0,""w"":34560,""h"":39680},{""i"":1,""x"":0,""y"":43520,""w"":37120,""h"":43520}]",11539,256,2,"[{""y_min"":1280,""y_max"":39488,""x_min"":11773,""x_max"":42748,""n_parches"":5775},{""y_min"":47168,""y_max"":85696,""x_min"":14140,""x_max"":45627,""n_parches"":5764}]",
B25-163514,B25-163514.bif,1,ventana,0.46500000000000002,20,51853,52480,2,"[{""i"":0,""x"":3840,""y"":0,""w"":35840,""h"":21760},{""i"":1,""x"":0,""y"":29440,""w"":35840,""h"":23040}]",3648,256,3,"[{""y_min"":2368,""y_max"":20160,""x_min"":20204,""x_max"":49744,""n_parches"":1852},{""y_min"":31168,""y_max"":49408,""x_min"":16559,""x_max"":45588,""n_parches"":1790},{""y_min"":50752,""y_max"":51008,""x_min"":34589,""x_max"":35101,""n_parches"":6}]",
B25-163767,B25-163767.bif,1,ventana,0.46500000000000002,20,51982,76800,2,"[{""i"":0,""x"":0,""y"":0,""w"":32000,""h"":30720},{""i"":1,""x"":5120,""y"":44800,""w"":32000,""h"":32000}]",9848,256,4,"[{""y_min"":1024,""y_max"":12544,""x_min"":16112,""x_max"":40483,""n_parches"":1764},{""y_min"":14016,""y_max"":28288,""x_min"":17966,""x_max"":44767,""n_parches"":3190},{""y_min"":47296,""y_max"":58304,""x_min"":22250,""x_max"":46877,""n_parches"":1723},{""y_min"":60480,""y_max"":74048,""x_min"":23209,""x_max"":49627,""n_parches"":3171}]",
B25-164009,B25-164009.bif,1,ventana,0.46500000000000002,20,51996,84480,2,"[{""i"":0,""x"":0,""y"":48640,""w"":40960,""h"":35840},{""i"":1,""x"":1280,""y"":0,""w"":40960,""h"":34560}]",4662,256,2,"[{""y_min"":1664,""y_max"":32832,""x_min"":14645,""x_max"":49898,""n_parches"":2339},{""y_min"":50304,""y_max"":81728,""x_min"":12663,""x_max"":48682,""n_parches"":2323}]",
Br0244,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0245,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0247,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0248,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0249,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0254,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0257,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0258,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0259,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0266,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0268,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0269,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0270,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0273,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0274,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0275,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0277,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0284,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0294,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0297,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0298,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0300,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0301,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0302,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0307,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0310,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0314,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0316,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0326,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0329,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0330,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0331,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
Br0332,,0,,,,,,,,,,,,sin .bif sin sufijo de tincion
